EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
490656,Shooting Permit,6/12/19 9:00,6/13/19 1:00,6/7/19 15:26,"Mayor's Office of Film, Theatre & Broadcasting","MALCOLM X BOULEVARD between WEST  132 STREET and WEST  135 STREET,  WEST  135 STREET between MALCOLM X BOULEVARD and 5 AVENUE,  5 AVENUE between WEST  132 STREET and WEST  135 STREET,  LENOX TERRACE PLACE between WEST  134 STREET and WEST  135 STREET",Manhattan,"10, 11","25, 32",Film,Feature,United States of America,10037
490165,Shooting Permit,6/12/19 9:00,6/12/19 20:00,6/5/19 22:25,"Mayor's Office of Film, Theatre & Broadcasting",BROADWAY between WEST   25 STREET and WEST   26 STREET,Manhattan,5,13,WEB,Not Applicable,United States of America,10010
490599,Shooting Permit,6/12/19 9:00,6/13/19 2:00,6/7/19 13:06,"Mayor's Office of Film, Theatre & Broadcasting","95 AVENUE between SUTPHIN BOULEVARD and 150 STREET,  149 STREET between 95 AVENUE and 97 AVENUE,  97 AVENUE between 150 STREET and 148 STREET,  ASCAN AVENUE between QUEENS BOULEVARD and BURNS STREET,  AUSTIN STREET between 72 ROAD and ASCAN AVENUE,  QUEENS BOULEVARD between 72 ROAD and ASCAN AVENUE,  GREENWAY NORTH between BORAGE PLACE and PURITAN AVENUE,  GREENWAY NORTH between PURITAN AVENUE and GOODWOOD ROAD,  PURITAN AVENUE between BEECHKNOLL ROAD and SEASONGOOD ROAD",Queens,"12, 6","103, 112",Television,Episodic series,United States of America,"11375, 11433, 11435"
490976,Shooting Permit,6/12/19 8:30,6/12/19 22:30,6/10/19 10:16,"Mayor's Office of Film, Theatre & Broadcasting",INGRAHAM STREET between GARDNER AVENUE and STEWART AVENUE,Brooklyn,1,90,Commercial,Commercial,United States of America,11237
490641,Shooting Permit,6/12/19 8:00,6/12/19 23:59,6/7/19 14:52,"Mayor's Office of Film, Theatre & Broadcasting","LINCOLN PLACE between PLAZA ST WEST and 7 AVENUE,  LINCOLN PLACE between 8 AVENUE and 7 AVENUE,  7 AVENUE between STERLING PLACE and BERKELEY PLACE,  7 AVENUE between STERLING PLACE and BERKELEY PLACE,  8 AVENUE between LINCOLN PLACE and ST JOHNS PLACE,  LINCOLN PLACE between PLAZA ST WEST and 8 AVENUE,  PLAZA ST WEST between flatbush Ave and berkeley pl,  PLAZA STREET WEST between LINCOLN PLACE and ST. JOHNS PLACE,  PLAZA ST WEST between LINCOLN PLACE and BERKELEY PLACE",Brooklyn,"2, 55, 6","78, 88",Television,Episodic series,United States of America,"11205, 11217"
489921,Shooting Permit,6/12/19 8:00,6/13/19 1:00,6/5/19 11:22,"Mayor's Office of Film, Theatre & Broadcasting","SHORE ROAD between 82 STREET and 86 STREET,  NARROWS AVENUE between 86 STREET and 88 STREET,  NARROWS AVENUE between 88 STREET and 89 STREET,  87 STREET between NARROWS AVENUE and COLONIAL ROAD,  CONEY ISLAND AVENUE between FOSTER AVENUE and AVENUE H,  AVENUE H between CONEY ISLAND AVENUE and RUGBY ROAD,  AVENUE H between RUGBY ROAD and EAST   15 STREET,  Rugby Road between AVENUE H and Avenue I,  WELLINGTON COURT between RUGBY ROAD and DEAD END",Brooklyn,"10, 14","68, 70",Television,Episodic series,United States of America,"11209, 11230"
490941,Shooting Permit,6/12/19 7:30,6/12/19 20:30,6/10/19 9:00,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
490722,Shooting Permit,6/12/19 7:00,6/12/19 20:30,6/7/19 17:06,"Mayor's Office of Film, Theatre & Broadcasting","BROOME STREET between FORSYTH STREET and ELDRIDGE STREET,  FORSYTH STREET between GRAND STREET and BROOME STREET",Manhattan,3,5,WEB,Not Applicable,United States of America,10002
491119,Shooting Permit,6/12/19 7:00,6/12/19 22:00,6/10/19 15:33,"Mayor's Office of Film, Theatre & Broadcasting",NORTH RAILROAD AVENUE between EMMET AVENUE and SPRATT AVENUE,Staten Island,3,"122, 123",Film,Feature,United States of America,"10306, 10309"
490396,Shooting Permit,6/12/19 7:00,6/12/19 19:00,6/6/19 16:25,"Mayor's Office of Film, Theatre & Broadcasting",EAST   68 STREET between PARK AVENUE and LEXINGTON AVENUE,Manhattan,8,19,Still Photography,Not Applicable,United States of America,"10021, 10065"
490733,Shooting Permit,6/12/19 7:00,6/12/19 20:30,6/7/19 17:24,"Mayor's Office of Film, Theatre & Broadcasting","DONGAN HILLS AVENUE between RICHMOND ROAD and JEFFERSON STREET,  JEFFERSON STREET between DONGAN HILLS AVENUE and SEAVER AVENUE,  SEAVER AVENUE between RICHMOND ROAD and JEFFERSON STREET,  NORTH RAILROAD AVENUE between JEFFERSON AVENUE and STOBE AVENUE,  North Railroad Ave between SEAVER AVENUE and Stobe Ave,  VERA STREET between NAUGHTON AVENUE and SEAVER AVENUE,  NAUGHTON AVENUE between VERA STREET and HYLAN BOULEVARD,  JOYCE STREET between SEAVER AVENUE and NAUGHTON AVENUE,  JOYCE STREET between SEAVER AVENUE and NAUGHTON AVENUE",Staten Island,2,122,Television,Episodic series,United States of America,"10305, 10306"
489970,Theater Load in and Load Outs,6/12/19 7:00,6/12/19 20:00,6/5/19 12:47,"Mayor's Office of Film, Theatre & Broadcasting",ASHLAND PLACE between LAFAYETTE AVENUE and HANSON PLACE,Brooklyn,2,88,Theater,Theater,United States of America,11217
490102,Shooting Permit,6/12/19 7:00,6/12/19 23:00,6/5/19 16:35,"Mayor's Office of Film, Theatre & Broadcasting","BORDEN AVE between 2 STREET and 5 STREET,  2 STREET between BORDEN AVENUE and 54 AVENUE",Queens,2,108,Film,Feature,United States of America,11101
490627,Shooting Permit,6/12/19 7:00,6/12/19 21:00,6/7/19 14:05,"Mayor's Office of Film, Theatre & Broadcasting","WEST  173 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  BROADWAY between WEST  174 STREET and WEST  175 STREET,  BROADWAY between WEST  172 STREET and WEST  173 STREET,  BROADWAY between WEST  171 STREET and WEST  172 STREET,  BROADWAY between WEST  170 STREET and WEST  171 STREET,  BROADWAY between WEST  170 STREET and WEST  171 STREET,  WEST  171 STREET between BROADWAY and ST NICHOLAS AVENUE,  ST NICHOLAS AVENUE between WEST  172 STREET and WEST  173 STREET,  ST NICHOLAS AVENUE between WEST  172 STREET and WEST  173 STREET,  ST NICHOLAS AVENUE between WEST  171 STREET and WEST  172 STREET,  ST NICHOLAS AVENUE between WEST  171 STREET and WEST  172 STREET,  ST NICHOLAS AVENUE between WEST  173 STREET and WEST  174 STREET,  ST NICHOLAS AVENUE between WEST  173 STREET and WEST  174 STREET,  AUDUBON AVENUE between WEST  173 STREET and WEST  174 STREET,  AMSTERDAM AVENUE between WEST  172 STREET and WEST  173 STREET,  WADSWORTH AVENUE between WEST  174 STREET and WEST  175 STREET",Manhattan,12,33,Film,Feature,United States of America,"10032, 10033"
491040,Shooting Permit,6/12/19 7:00,6/12/19 20:00,6/10/19 12:38,"Mayor's Office of Film, Theatre & Broadcasting","SPOFFORD AVENUE between COSTER STREET and FAILE STREET,  HUNTS POINT AVENUE between SPOFFORD AVENUE and BRYANT AVENUE,  HUNTS POINT AVENUE between BRYANT AVENUE and RANDALL AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  BRYANT AVENUE between HUNTS POINT AVENUE and RANDALL AVENUE,  RANDALL AVENUE between BRYANT AVENUE and LONGFELLOW AVENUE,  EAST  140 STREET between LOCUST AVENUE and WALNUT AVENUE,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,"1, 2, 7","40, 41, 72",Television,Episodic series,United States of America,"10454, 10474, 11220"
491106,Shooting Permit,6/12/19 7:00,6/12/19 21:00,6/10/19 15:01,"Mayor's Office of Film, Theatre & Broadcasting","EAST   76 STREET between PARK AVENUE and MADISON AVENUE,  MADISON AVENUE between EAST   75 STREET and EAST   77 STREET,  PARK AVENUE between EAST   74 STREET and EAST   78 STREET,  EAST   75 STREET between PARK AVENUE and MADISON AVENUE,  NELSON STREET between SMITH STREET and COURT STREET,  COURT STREET between HUNTINGTON STREET and 3 PLACE,  COURT STREET between 2 PLACE and LUQUER STREET,  SMITH STREET between HALLECK STREET and BAY STREET",Manhattan,"6, 8","19, 76",Film,Feature,United States of America,"10021, 10075, 11231"
490871,Shooting Permit,6/12/19 7:00,6/12/19 19:00,6/9/19 15:39,"Mayor's Office of Film, Theatre & Broadcasting",BROADWAY between WEST   54 STREET and WEST   56 STREET,Manhattan,"4, 5",18,Still Photography,Not Applicable,United States of America,"10019, 10036"
491007,Shooting Permit,6/12/19 7:00,6/12/19 22:00,6/10/19 11:22,"Mayor's Office of Film, Theatre & Broadcasting","WEST   16 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   19 STREET and WEST   18 STREET,  EAST   16 STREET between RUTHERFORD PLACE and 3 AVENUE",Manhattan,"4, 6","10, 13",Television,Episodic series,United States of America,"10003, 10011"
490980,Shooting Permit,6/12/19 6:30,6/12/19 20:30,6/10/19 10:29,"Mayor's Office of Film, Theatre & Broadcasting",WEST 39TH STREET between 10 AVENUE and 11 AVENUE,Manhattan,4,10,Commercial,Commercial,United States of America,10018
491173,Shooting Permit,6/12/19 6:00,6/12/19 20:00,6/10/19 18:14,"Mayor's Office of Film, Theatre & Broadcasting","SCOTT AVE between DEAD END and RANDOLPH STREET,  RANDOLPH STREET between SCOTT AVENUE and GARDNER AVENUE",Brooklyn,"1, 55","78, 90",WEB,Not Applicable,United States of America,"11237, 11238"
489979,Shooting Permit,6/12/19 6:00,6/12/19 21:00,6/5/19 13:10,"Mayor's Office of Film, Theatre & Broadcasting",EAST   19 STREET between DORCHESTER ROAD and DITMAS AVENUE,Brooklyn,14,70,Commercial,Commercial,United States of America,11226
491234,Shooting Permit,6/12/19 6:00,6/12/19 20:00,6/11/19 8:21,"Mayor's Office of Film, Theatre & Broadcasting","NOSTRAND AVENUE between AVENUE H and AVENUE I,  PARKSIDE AVENUE between ROGERS AVENUE and NOSTRAND AVENUE",Brooklyn,"14, 9","70, 71",Still Photography,Not Applicable,United States of America,"11210, 11226"
491142,Shooting Permit,6/12/19 6:00,6/12/19 18:00,6/10/19 16:20,"Mayor's Office of Film, Theatre & Broadcasting","W. 116 STREET between ADAM CLAYTON POWELL BOULEVARD and MALCOLM X BOULEVARD,  WEST  115 STREET between ADAM CLAYTON POWELL BOULEVARD and MALCOLM X BOULEVARD,  MALCOLM X BOULEVARD between WEST  115 STREET and WEST  112 STREET",Manhattan,10,28,Film,Short,United States of America,10026
491033,Rigging Permit,6/12/19 6:00,6/12/19 20:00,6/10/19 12:22,"Mayor's Office of Film, Theatre & Broadcasting",WEST  187 STREET between OVERLOOK TERRACE and BENNETT AVENUE,Manhattan,12,34,Film,Feature,United States of America,10033
489423,Shooting Permit,6/12/19 6:00,6/12/19 22:00,6/3/19 18:50,"Mayor's Office of Film, Theatre & Broadcasting","1 AVENUE between 43 STREET and 41 STREET,  42 STREET between DEAD END and 2 AVENUE",Brooklyn,7,72,Film,Feature,United States of America,11232
490421,Shooting Permit,6/12/19 6:00,6/12/19 20:00,6/6/19 17:27,"Mayor's Office of Film, Theatre & Broadcasting","RIVERSIDE DRIVE between WEST   86 STREET and WEST   89 STREET,  RIVERSIDE DRIVE between WEST   86 STREET and WEST   87 STREET,  WEST   86 STREET between RIVERSIDE DRIVE and WEST END AVENUE,  WEST   86 STREET between WEST END AVENUE and BROADWAY,  WEST END AVENUE between WEST   86 STREET and WEST   88 STREET",Manhattan,7,"20, 24",Television,Cable-episodic,United States of America,10024
489987,Shooting Permit,6/12/19 6:00,6/12/19 20:00,6/5/19 13:23,"Mayor's Office of Film, Theatre & Broadcasting","EAST   63 STREET between 5 AVENUE and MADISON AVENUE,  EAST   63 STREET between MADISON AVENUE and PARK AVENUE,  EAST   62 STREET between 5 AVENUE and MADISON AVENUE,  EAST   62 STREET between MADISON AVENUE and PARK AVENUE,  5 AVENUE between EAST   64 STREET and EAST   63 STREET,  MADISON AVENUE between EAST   63 STREET and EAST   62 STREET,  MADISON AVENUE between EAST   62 STREET and EAST   61 STREET",Manhattan,"64, 8","19, 22",Television,Cable-episodic,United States of America,10065
491190,Shooting Permit,6/12/19 6:00,6/12/19 21:00,6/10/19 19:21,"Mayor's Office of Film, Theatre & Broadcasting",PROSPECT PARK SOUTHWEST between 11 AVENUE and WINDSOR PLACE,Brooklyn,"55, 7","72, 78",Film,Feature,United States of America,"11215, 11218"
490278,Rigging Permit,6/12/19 6:00,6/12/19 19:00,6/6/19 12:18,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  175 STREET,  WEST  175 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  175 STREET between AMSTERDAM AVENUE and AUDUBON AVENUE",Manhattan,12,33,Film,Feature,United States of America,10033
491048,Shooting Permit,6/12/19 4:00,6/12/19 10:00,6/10/19 12:55,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
490231,Shooting Permit,6/12/19 2:00,6/12/19 10:00,6/6/19 10:32,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
489716,Theater Load in and Load Outs,6/12/19 0:01,6/15/19 6:00,6/4/19 16:02,"Mayor's Office of Film, Theatre & Broadcasting",WEST   33 STREET between 7 AVENUE and 8 AVENUE,Manhattan,5,14,Theater,Theater,United States of America,"10001, 10121"
485780,Theater Load in and Load Outs,6/12/19 0:01,6/13/19 6:00,5/17/19 15:19,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
490535,Shooting Permit,6/11/19 19:00,6/12/19 2:00,6/7/19 11:13,"Mayor's Office of Film, Theatre & Broadcasting","METROPOLITAN AVENUE between 74 AVENUE and 72 AVENUE,  METROPOLITAN AVENUE between 72 AVENUE and 71 DRIVE,  72 AVENUE between NANSEN STREET and METROPOLITAN AVENUE,  71 DRIVE between METROPOLITAN AVENUE and UNION TURNPIKE,  METROPOLITAN AVENUE between LEFFERTS BOULEVARD and PARK LANE SOUTH,  METROPOLITAN AVENUE between 118 STREET and 116 STREET,  ASCAN AVENUE between METROPOLITAN AVENUE and MANSE STREET,  72 ROAD between METROPOLITAN AVENUE and MANSE STREET",Queens,"6, 9","102, 112",Film,Feature,United States of America,"11375, 11415, 11418"
491137,Shooting Permit,6/11/19 14:00,6/12/19 4:00,6/10/19 16:08,"Mayor's Office of Film, Theatre & Broadcasting","28 AVENUE between 43 STREET and 46 STREET,  STEINWAY STREET between 28 AVENUE and ASTORIA BOULEVARD",Queens,1,114,Film,Feature,United States of America,"11102, 11103"
490597,Shooting Permit,6/11/19 12:00,6/11/19 22:30,6/7/19 13:01,"Mayor's Office of Film, Theatre & Broadcasting","62 DRIVE between 98 STREET and 99 STREET,  40 AVENUE between 9 STREET and 10 STREET,  12 STREET between 40 AVENUE and 38 AVENUE",Queens,"1, 6","112, 114",Film,Feature,United States of America,"11101, 11374"
489967,Shooting Permit,6/11/19 10:00,6/11/19 19:00,6/5/19 12:45,"Mayor's Office of Film, Theatre & Broadcasting","PARK AVENUE between EAST   72 STREET and EAST   76 STREET,  LEXINGTON AVENUE between EAST   76 STREET and EAST   77 STREET,  3 AVENUE between EAST   74 STREET and EAST   78 STREET,  EAST   76 STREET between LEXINGTON AVENUE and THIRD AVENUE,  EAST   76 STREET between THIRD AVENUE and LEXINGTON AVENUE",Manhattan,8,19,Television,Episodic series,United States of America,"10021, 10075"
490622,Shooting Permit,6/11/19 10:00,6/11/19 16:00,6/7/19 13:57,"Mayor's Office of Film, Theatre & Broadcasting","LINCOLN ROAD between OCEAN AVENUE and FLATBUSH AVENUE,  OCEAN AVENUE between LINCOLN ROAD and PARKSIDE AVENUE",Brooklyn,"55, 9","71, 78",Commercial,Commercial,United States of America,11225
490594,Shooting Permit,6/11/19 9:00,6/11/19 20:00,6/7/19 12:42,"Mayor's Office of Film, Theatre & Broadcasting",EAST   74 STREET between 5 AVENUE and MADISON AVENUE,Manhattan,8,19,Still Photography,Not Applicable,United States of America,10021
490504,Theater Load in and Load Outs,6/11/19 8:00,6/11/19 20:00,6/7/19 9:16,"Mayor's Office of Film, Theatre & Broadcasting",ASHLAND PLACE between LAFAYETTE AVENUE and HANSON PLACE,Brooklyn,2,88,Theater,Theater,United States of America,11217
490510,Shooting Permit,6/11/19 7:30,6/11/19 20:30,6/7/19 9:42,"Mayor's Office of Film, Theatre & Broadcasting","WESTMINSTER ROAD between DORCHESTER ROAD and DITMAS AVENUE,  DITMAS AVENUE between RUGBY ROAD and STRATFORD ROAD,  ARGYLE ROAD between DORCHESTER ROAD and DITMAS AVENUE,  DITMAS AVENUE between ARGYLE ROAD and CONEY ISLAND AVENUE,  CONEY ISLAND AVENUE between DITMAS AVENUE and NEWKIRK AVENUE,  STRATFORD ROAD between DITMAS AVENUE and DORCHESTER ROAD",Brooklyn,"12, 14","66, 70",Television,Episodic series,United States of America,"11218, 11226, 11230"
490218,Shooting Permit,6/11/19 7:00,6/11/19 19:00,6/6/19 10:02,"Mayor's Office of Film, Theatre & Broadcasting",COURT STREET between 1 PLACE and 2 PLACE,Brooklyn,6,76,Still Photography,Not Applicable,United States of America,11231
490942,Shooting Permit,6/11/19 7:00,6/11/19 20:00,6/10/19 9:04,"Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between VAN DAM STREET and BORDEN AVENUE,  REVIEW AVENUE between 35 STREET and BORDEN AVENUE",Queens,2,108,Television,Cable-other,United States of America,11101
489901,Shooting Permit,6/11/19 7:00,6/11/19 23:00,6/5/19 10:45,"Mayor's Office of Film, Theatre & Broadcasting","EAST  140 STREET between LOCUST AVENUE and WALNUT AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
489256,Shooting Permit,6/11/19 7:00,6/11/19 23:00,6/3/19 12:41,"Mayor's Office of Film, Theatre & Broadcasting","BORDEN AVE between 2 STREET and 5 STREET,  2 STREET between BORDEN AVENUE and 54 AVENUE",Queens,2,108,Film,Feature,United States of America,11101
489766,Shooting Permit,6/11/19 7:00,6/11/19 19:00,6/4/19 17:46,"Mayor's Office of Film, Theatre & Broadcasting",WEST   30 STREET between 11 AVENUE and 10 AVENUE,Manhattan,"4, 64","10, 22",Still Photography,Not Applicable,United States of America,"10001, 10023"
490339,Shooting Permit,6/11/19 7:00,6/11/19 22:00,6/6/19 14:04,"Mayor's Office of Film, Theatre & Broadcasting","LAKE AVENUE between WENLOCK STREET and RONALD AVENUE,  LAKE AVENUE between WENLOCK STREET and WESTBROOK AVENUE,  WENLOCK STREET between LAKE AVENUE and MELYN PLACE,  WENLOCK STREET between SIMONSON AVENUE and LAKE AVENUE,  RONALD AVENUE between LAKE AVENUE and GRANITE AVENUE,  DIXON AVENUE between SIMONSON AVENUE and LAKE AVENUE,  DIXON AVENUE between LAKE AVENUE and GRANITE AVENUE,  LAKE AVENUE between DIXON AVENUE and WALKER STREET",Staten Island,1,121,Film,Feature,United States of America,10303
489568,Shooting Permit,6/11/19 7:00,6/12/19 2:00,6/4/19 12:07,"Mayor's Office of Film, Theatre & Broadcasting","Queens Plaza South between 21 Street and 22 Street,  22 Street between Queens Plaza South and 43 Avenue,  Queens Plaza South between 22 Street and 21 Street",Queens,2,108,Television,Episodic series,United States of America,11101
490444,Shooting Permit,6/11/19 7:00,6/11/19 22:00,6/6/19 19:05,"Mayor's Office of Film, Theatre & Broadcasting","WEST   27 STREET between 10 AVENUE and 11 AVENUE,  WEST   27 STREET between 10 AVENUE and 11 AVENUE,  WEST   25 STREET between 9 AVENUE and 10 AVENUE,  WEST   28 STREET between 10 AVENUE and 11 AVENUE",Manhattan,4,10,Film,Feature,United States of America,10001
